,Date,Close,Volume,Stock
45129,2008-08-21,22.321,150505318,AAPL
45130,2008-08-22,22.641,122599625,AAPL
45131,2008-08-25,22.098,135053284,AAPL
45132,2008-08-26,22.236,124228804,AAPL
45133,2008-08-27,22.369,132908992,AAPL
45134,2008-08-28,22.249,120173705,AAPL
45135,2008-08-29,21.708,167105545,AAPL
45136,2008-09-02,21.282,217702749,AAPL
45137,2008-09-03,21.379,204907079,AAPL
45138,2008-09-04,20.646,207165081,AAPL
45139,2008-09-05,20.513,219297935,AAPL
45140,2008-09-08,20.223,291658981,AAPL
45141,2008-09-09,19.424,346969505,AAPL
45142,2008-09-10,19.415,271372446,AAPL
45143,2008-09-11,19.549,270335199,AAPL
45144,2008-09-12,19.073,221108652,AAPL
45145,2008-09-15,17.974,256372856,AAPL
45146,2008-09-16,17.914,334214072,AAPL
45147,2008-09-17,16.369,334510649,AAPL
45148,2008-09-18,17.172,467053093,AAPL
45149,2008-09-19,18.046,398994981,AAPL
45150,2008-09-22,16.781,238697990,AAPL
45151,2008-09-23,16.243,356621023,AAPL
45152,2008-09-24,16.484,291932018,AAPL
45153,2008-09-25,16.897,279601969,AAPL
45154,2008-09-26,16.422,313910215,AAPL
45155,2008-09-29,13.48,730561989,AAPL
45156,2008-09-30,14.553,453452613,AAPL
45157,2008-10-01,13.976,361512816,AAPL
45158,2008-10-02,12.818,448680865,AAPL
45159,2008-10-03,12.428,639757618,AAPL
45160,2008-10-06,12.568,587522817,AAPL
45161,2008-10-07,11.419,523860280,AAPL
45162,2008-10-08,11.499,615651966,AAPL
45163,2008-10-09,11.363,451023268,AAPL
45164,2008-10-10,12.396,618829489,AAPL
45165,2008-10-13,14.118,429130693,AAPL
45166,2008-10-14,13.33,552442840,AAPL
45167,2008-10-15,12.547,441257577,AAPL
45168,2008-10-16,13.049,550850676,AAPL
45169,2008-10-17,12.473,491122629,AAPL
45170,2008-10-20,12.605,431324163,AAPL
45171,2008-10-21,11.717,571544296,AAPL
45172,2008-10-22,12.403,626569693,AAPL
45173,2008-10-23,12.579,466807754,AAPL
45174,2008-10-24,12.344,443250825,AAPL
45175,2008-10-27,11.793,337146846,AAPL
45176,2008-10-28,12.794,455823303,AAPL
45177,2008-10-29,13.387,544514103,AAPL
45178,2008-10-30,14.222,456651818,AAPL
45179,2008-10-31,13.78,459331042,AAPL
45180,2008-11-03,13.698,295013372,AAPL
45181,2008-11-04,14.215,390048641,AAPL
45182,2008-11-05,13.228,350386539,AAPL
45183,2008-11-06,12.691,367694616,AAPL
45184,2008-11-07,12.58,305554493,AAPL
45185,2008-11-10,12.278,313353655,AAPL
45186,2008-11-11,12.137,341407188,AAPL
45187,2008-11-12,11.541,328012870,AAPL
45188,2008-11-13,12.352,517036639,AAPL
45189,2008-11-14,11.555,391611734,AAPL
45190,2008-11-17,11.287,324174165,AAPL
45191,2008-11-18,11.514,337326468,AAPL
45192,2008-11-19,11.05,326763102,AAPL
45193,2008-11-20,10.307,478380668,AAPL
45194,2008-11-21,10.576,437504267,AAPL
45195,2008-11-24,11.903,402164449,AAPL
45196,2008-11-25,11.628,344471972,AAPL
45197,2008-11-26,12.167,250924090,AAPL
45198,2008-11-28,11.867,84001102,AAPL
45199,2008-12-01,11.389,257554120,AAPL
45200,2008-12-02,11.841,320308356,AAPL
45201,2008-12-03,12.281,373319724,AAPL
45202,2008-12-04,11.706,304352143,AAPL
45203,2008-12-05,12.037,291040322,AAPL
45204,2008-12-08,12.77,330201108,AAPL
45205,2008-12-09,12.814,335616400,AAPL
45206,2008-12-10,12.576,261554018,AAPL
45207,2008-12-11,12.167,290183330,AAPL
45208,2008-12-12,12.584,290360303,AAPL
45209,2008-12-15,12.135,248296843,AAPL
45210,2008-12-16,12.221,304842113,AAPL
45211,2008-12-17,11.419,360827582,AAPL
45212,2008-12-18,11.453,238829666,AAPL
45213,2008-12-19,11.526,223540440,AAPL
45214,2008-12-22,10.979,235579006,AAPL
45215,2008-12-23,11.062,177070536,AAPL
45216,2008-12-24,10.892,75705547,AAPL
45217,2008-12-26,10.988,85982781,AAPL
45218,2008-12-29,11.091,191306231,AAPL
45219,2008-12-30,11.05,269510759,AAPL
45220,2008-12-31,10.931,169432011,AAPL
45221,2009-01-02,11.622,208043955,AAPL
45222,2009-01-05,12.112,329453938,AAPL
45223,2009-01-06,11.912,359535607,AAPL
45224,2009-01-07,11.656,209985787,AAPL
45225,2009-01-08,11.871,184843882,AAPL
45226,2009-01-09,11.598,152459734,AAPL
45227,2009-01-12,11.353,171579281,AAPL
45228,2009-01-13,11.233,222068162,AAPL
45229,2009-01-14,10.928,282121166,AAPL
45230,2009-01-15,10.679,510782667,AAPL
45231,2009-01-16,10.543,292005908,AAPL
45232,2009-01-20,10.014,253140675,AAPL
45233,2009-01-21,10.608,298112397,AAPL
45234,2009-01-22,11.314,386943024,AAPL
45235,2009-01-23,11.314,211775201,AAPL
45236,2009-01-26,11.479,193041670,AAPL
45237,2009-01-27,11.619,169941977,AAPL
45238,2009-01-28,12.063,240218267,AAPL
45239,2009-01-29,11.91,164466842,AAPL
45240,2009-01-30,11.543,181673776,AAPL
45241,2009-02-02,11.719,155622254,AAPL
45242,2009-02-03,11.907,162584114,AAPL
45243,2009-02-04,11.98,224281427,AAPL
45244,2009-02-05,12.355,204875865,AAPL
45245,2009-02-06,12.77,188065177,AAPL
45246,2009-02-09,13.127,197915319,AAPL
45247,2009-02-10,12.53,233751877,AAPL
45248,2009-02-11,12.397,187137663,AAPL
45249,2009-02-12,12.713,225165155,AAPL
45250,2009-02-13,12.699,169016433,AAPL
45251,2009-02-17,12.106,184181312,AAPL
45252,2009-02-18,12.085,190124683,AAPL
45253,2009-02-19,11.606,251460545,AAPL
45254,2009-02-20,11.679,209116481,AAPL
45255,2009-02-23,11.134,209811560,AAPL
45256,2009-02-24,11.556,210814219,AAPL
45257,2009-02-25,11.674,227961051,AAPL
45258,2009-02-26,11.422,172113392,AAPL
45259,2009-02-27,11.438,196215342,AAPL
45260,2009-03-02,11.264,212888353,AAPL
45261,2009-03-03,11.315,201029452,AAPL
45262,2009-03-04,11.676,206612596,AAPL
45263,2009-03-05,11.377,196656849,AAPL
45264,2009-03-06,10.924,281668441,AAPL
45265,2009-03-09,10.642,194747028,AAPL
45266,2009-03-10,11.349,235466311,AAPL
45267,2009-03-11,11.868,236044586,AAPL
45268,2009-03-12,12.34,214312799,AAPL
45269,2009-03-13,12.285,167664420,AAPL
45270,2009-03-16,12.219,222349209,AAPL
45271,2009-03-17,12.762,219600784,AAPL
45272,2009-03-18,13.0,222004745,AAPL
45273,2009-03-19,13.014,139491556,AAPL
45274,2009-03-20,13.01,194000264,AAPL
45275,2009-03-23,13.79,185846682,AAPL
45276,2009-03-24,13.638,178689921,AAPL
45277,2009-03-25,13.637,180333974,AAPL
45278,2009-03-26,14.069,171794055,AAPL
45279,2009-03-27,13.682,137454186,AAPL
45280,2009-03-30,13.379,140166551,AAPL
45281,2009-03-31,13.463,158814361,AAPL
45282,2009-04-01,13.918,164106299,AAPL
45283,2009-04-02,14.435,225918240,AAPL
45284,2009-04-03,14.854,176589216,AAPL
45285,2009-04-06,15.169,183127138,AAPL
45286,2009-04-07,14.728,149361805,AAPL
45287,2009-04-08,14.896,126895071,AAPL
45288,2009-04-09,15.312,147799978,AAPL
45289,2009-04-13,15.397,108481314,AAPL
45290,2009-04-14,15.151,126616397,AAPL
45291,2009-04-15,15.065,115071612,AAPL
45292,2009-04-16,15.554,165149905,AAPL
45293,2009-04-17,15.807,138694239,AAPL
45294,2009-04-20,15.431,130056791,AAPL
45295,2009-04-21,15.596,130890809,AAPL
45296,2009-04-22,15.562,257317120,AAPL
45297,2009-04-23,16.059,263002275,AAPL
45298,2009-04-24,15.866,150644934,AAPL
45299,2009-04-27,15.974,133998857,AAPL
45300,2009-04-28,15.866,126864351,AAPL
45301,2009-04-29,16.024,127674324,AAPL
45302,2009-04-30,16.112,138856146,AAPL
45303,2009-05-01,16.295,110839216,AAPL
45304,2009-05-04,16.913,170001745,AAPL
45305,2009-05-05,16.993,111002870,AAPL
45306,2009-05-06,16.967,132025508,AAPL
45307,2009-05-07,16.529,147928018,AAPL
45308,2009-05-08,16.544,130488888,AAPL
45309,2009-05-11,16.592,112808484,AAPL
45310,2009-05-12,15.935,169302193,AAPL
45311,2009-05-13,15.301,165438241,AAPL
45312,2009-05-14,15.746,124307466,AAPL
45313,2009-05-15,15.676,102253291,AAPL
45314,2009-05-18,16.219,127559713,AAPL
45315,2009-05-19,16.322,103622672,AAPL
45316,2009-05-20,16.118,108188460,AAPL
45317,2009-05-21,15.903,113614655,AAPL
45318,2009-05-22,15.687,83099873,AAPL
45319,2009-05-26,16.748,176495854,AAPL
45320,2009-05-27,17.037,180237132,AAPL
45321,2009-05-28,17.297,135575655,AAPL
45322,2009-05-29,17.391,127185699,AAPL
45323,2009-06-01,17.848,125687897,AAPL
45324,2009-06-02,17.866,126436357,AAPL
45325,2009-06-03,18.051,156896778,AAPL
45326,2009-06-04,18.407,152417259,AAPL
45327,2009-06-05,18.526,176213719,AAPL
45328,2009-06-08,18.421,259379840,AAPL
45329,2009-06-09,18.28,188369794,AAPL
45330,2009-06-10,17.958,191809218,AAPL
45331,2009-06-11,17.922,146172301,AAPL
45332,2009-06-12,17.54,156683309,AAPL
45333,2009-06-15,17.428,150459127,AAPL
45334,2009-06-16,17.459,142500382,AAPL
45335,2009-06-17,17.363,159098967,AAPL
45336,2009-06-18,17.4,118664677,AAPL
45337,2009-06-19,17.865,200782896,AAPL
45338,2009-06-22,17.592,176560169,AAPL
45339,2009-06-23,17.16,196616724,AAPL
45340,2009-06-24,17.443,135042807,AAPL
45341,2009-06-25,17.911,164035027,AAPL
45342,2009-06-26,18.241,122261905,AAPL
45343,2009-06-29,18.179,158245731,AAPL
45344,2009-06-30,18.24,121020836,AAPL
45345,2009-07-01,18.292,115459047,AAPL
45346,2009-07-02,17.93,103058843,AAPL
45347,2009-07-06,17.749,138825367,AAPL
45348,2009-07-07,17.342,128453557,AAPL
45349,2009-07-08,17.573,160314544,AAPL
45350,2009-07-09,17.461,95613983,AAPL
45351,2009-07-10,17.737,123875873,AAPL
45352,2009-07-13,18.228,134454415,AAPL
45353,2009-07-14,18.219,96688569,AAPL
45354,2009-07-15,18.81,134892203,AAPL
45355,2009-07-16,18.89,109475298,AAPL
45356,2009-07-17,19.433,167694654,AAPL
45357,2009-07-20,19.584,204041432,AAPL
45358,2009-07-21,19.402,237744145,AAPL
45359,2009-07-22,20.072,243625531,AAPL
45360,2009-07-23,20.211,146542134,AAPL
45361,2009-07-24,20.489,122251087,AAPL
45362,2009-07-27,20.503,120531469,AAPL
45363,2009-07-28,20.489,101259881,AAPL
45364,2009-07-29,20.493,106532023,AAPL
45365,2009-07-30,20.849,130613874,AAPL
45366,2009-07-31,20.924,117828265,AAPL
45367,2009-08-03,21.314,109642291,AAPL
45368,2009-08-04,21.201,110197725,AAPL
45369,2009-08-05,21.144,117799553,AAPL
45370,2009-08-06,20.991,95198560,AAPL
45371,2009-08-07,21.195,107914153,AAPL
45372,2009-08-10,21.092,83680714,AAPL
45373,2009-08-11,20.852,98995451,AAPL
45374,2009-08-12,21.171,123799117,AAPL
45375,2009-08-13,21.566,122622508,AAPL
45376,2009-08-14,21.357,85240018,AAPL
45377,2009-08-17,20.436,145880412,AAPL
45378,2009-08-18,21.002,118441894,AAPL
45379,2009-08-19,21.078,114933050,AAPL
45380,2009-08-20,21.3,95255093,AAPL
45381,2009-08-21,21.674,115811581,AAPL
45382,2009-08-24,21.651,113303873,AAPL
45383,2009-08-25,21.695,90300371,AAPL
45384,2009-08-26,21.441,84584279,AAPL
45385,2009-08-27,21.702,124932801,AAPL
45386,2009-08-28,21.776,126455321,AAPL
45387,2009-08-31,21.542,86708769,AAPL
45388,2009-09-01,21.169,130624266,AAPL
45389,2009-09-02,21.152,101504685,AAPL
45390,2009-09-03,21.326,81937776,AAPL
45391,2009-09-04,21.809,104123044,AAPL
45392,2009-09-08,22.146,87605228,AAPL
45393,2009-09-09,21.919,226094802,AAPL
45394,2009-09-10,22.1,136781932,AAPL
45395,2009-09-11,22.046,97171761,AAPL
45396,2009-09-14,22.246,89671831,AAPL
45397,2009-09-15,22.432,115716905,AAPL
45398,2009-09-16,23.289,209360761,AAPL
45399,2009-09-17,23.634,225547841,AAPL
45400,2009-09-18,23.693,167689392,AAPL
45401,2009-09-21,23.567,121920175,AAPL
45402,2009-09-22,23.625,99456536,AAPL
45403,2009-09-23,23.755,165055181,AAPL
45404,2009-09-24,23.54,153114007,AAPL
45405,2009-09-25,23.357,124114601,AAPL
45406,2009-09-28,23.839,94029276,AAPL
45407,2009-09-29,23.74,96179740,AAPL
45408,2009-09-30,23.736,150370039,AAPL
45409,2009-10-01,23.161,146027646,AAPL
45410,2009-10-02,23.679,154140665,AAPL
45411,2009-10-05,23.822,117824527,AAPL
45412,2009-10-06,24.335,168409190,AAPL
45413,2009-10-07,24.362,129589592,AAPL
45414,2009-10-08,24.238,121959746,AAPL
45415,2009-10-09,24.392,81700686,AAPL
45416,2009-10-12,24.436,80314974,AAPL
45417,2009-10-13,24.336,96434231,AAPL
45418,2009-10-14,24.497,104675281,AAPL
45419,2009-10-15,24.403,103995553,AAPL
45420,2009-10-16,24.083,119451697,AAPL
45421,2009-10-19,24.314,252962555,AAPL
45422,2009-10-20,25.453,315927685,AAPL
45423,2009-10-21,26.244,332235445,AAPL
45424,2009-10-22,26.28,220430696,AAPL
45425,2009-10-23,26.117,117132170,AAPL
45426,2009-10-26,25.931,134722762,AAPL
45427,2009-10-27,25.275,210785035,AAPL
45428,2009-10-28,24.639,227883167,AAPL
45429,2009-10-29,25.145,158941910,AAPL
45430,2009-10-30,24.14,200003753,AAPL
45431,2009-11-02,24.244,189191189,AAPL
45432,2009-11-03,24.171,144773618,AAPL
45433,2009-11-04,24.436,135888499,AAPL
45434,2009-11-05,24.849,106500168,AAPL
45435,2009-11-06,24.887,81430908,AAPL
45436,2009-11-09,25.797,146741649,AAPL
45437,2009-11-10,25.994,111677570,AAPL
45438,2009-11-11,26.026,123772293,AAPL
45439,2009-11-12,25.867,99884842,AAPL
45440,2009-11-13,26.181,95364107,AAPL
45441,2009-11-16,26.462,134307133,AAPL
45442,2009-11-17,26.509,110417860,AAPL
45443,2009-11-18,26.374,104191012,AAPL
45444,2009-11-19,25.677,150676027,AAPL
45445,2009-11-20,25.601,113388616,AAPL
45446,2009-11-23,26.364,132146129,AAPL
45447,2009-11-24,26.18,88470890,AAPL
45448,2009-11-25,26.149,79886756,AAPL
45449,2009-11-27,25.688,82342167,AAPL
45450,2009-11-30,25.6,118212877,AAPL
45451,2009-12-01,25.224,129007274,AAPL
45452,2009-12-02,25.129,198970575,AAPL
45453,2009-12-03,25.164,124850514,AAPL
45454,2009-12-04,24.756,230456323,AAPL
45455,2009-12-07,24.197,198876720,AAPL
45456,2009-12-08,24.316,192047034,AAPL
45457,2009-12-09,25.331,190088789,AAPL
45458,2009-12-10,25.156,136360533,AAPL
45459,2009-12-11,24.928,119634386,AAPL
45460,2009-12-14,25.225,137253182,AAPL
45461,2009-12-15,24.867,116853268,AAPL
45462,2009-12-16,24.976,98395839,AAPL
45463,2009-12-17,24.57,107910666,AAPL
45464,2009-12-18,25.028,169420485,AAPL
45465,2009-12-21,25.387,169794290,AAPL
45466,2009-12-22,25.659,97240661,AAPL
45467,2009-12-23,25.881,96121858,AAPL
45468,2009-12-24,26.771,139689157,AAPL
45469,2009-12-28,27.099,179408229,AAPL
45470,2009-12-29,26.779,123601979,AAPL
45471,2009-12-30,27.103,114583249,AAPL
45472,2009-12-31,26.988,98076551,AAPL
45473,2010-01-04,27.406,137045797,AAPL
45474,2010-01-05,27.454,167718021,AAPL
45475,2010-01-06,27.017,153403690,AAPL
45476,2010-01-07,26.968,132861904,AAPL
45477,2010-01-08,27.147,124730848,AAPL
45478,2010-01-11,26.907,128596375,AAPL
45479,2010-01-12,26.601,165445130,AAPL
45480,2010-01-13,26.978,168558442,AAPL
45481,2010-01-14,26.819,120618898,AAPL
45482,2010-01-15,26.37,165632148,AAPL
45483,2010-01-19,27.539,203292657,AAPL
45484,2010-01-20,27.114,170447716,AAPL
45485,2010-01-21,26.645,169277070,AAPL
45486,2010-01-22,25.323,244552522,AAPL
45487,2010-01-25,26.006,289960128,AAPL
45488,2010-01-26,26.371,518775663,AAPL
45489,2010-01-27,26.62,479989843,AAPL
45490,2010-01-28,25.521,326739489,AAPL
45491,2010-01-29,24.595,347019110,AAPL
45492,2010-02-01,24.937,208526168,AAPL
45493,2010-02-02,25.081,194614229,AAPL
45494,2010-02-03,25.513,171291523,AAPL
45495,2010-02-04,24.594,210843961,AAPL
45496,2010-02-05,25.032,236896963,AAPL
45497,2010-02-08,24.86,132939624,AAPL
45498,2010-02-09,25.125,176376562,AAPL
45499,2010-02-10,24.989,102981576,AAPL
45500,2010-02-11,25.441,153276052,AAPL
45501,2010-02-12,25.661,179472736,AAPL
45502,2010-02-16,26.048,151049757,AAPL
45503,2010-02-17,25.939,121252456,AAPL
45504,2010-02-18,25.988,117498584,AAPL
45505,2010-02-19,25.827,115810902,AAPL
45506,2010-02-22,25.666,108886263,AAPL
45507,2010-02-23,25.237,160372350,AAPL
45508,2010-02-24,25.698,128335773,AAPL
45509,2010-02-25,25.868,185411336,AAPL
45510,2010-02-26,26.203,141391337,AAPL
45511,2010-03-01,26.765,153182943,AAPL
45512,2010-03-02,26.748,157845894,AAPL
45513,2010-03-03,26.808,103577606,AAPL
45514,2010-03-04,26.985,99979302,AAPL
45515,2010-03-05,28.039,250646277,AAPL
45516,2010-03-08,28.055,119742939,AAPL
45517,2010-03-09,28.559,256471788,AAPL
45518,2010-03-10,28.794,166125926,AAPL
45519,2010-03-11,28.878,112917672,AAPL
45520,2010-03-12,29.019,115842250,AAPL
45521,2010-03-15,28.666,137414405,AAPL
45522,2010-03-16,28.742,124556803,AAPL
45523,2010-03-17,28.7,125612274,AAPL
45524,2010-03-18,28.769,95279565,AAPL
45525,2010-03-19,28.463,155870050,AAPL
45526,2010-03-22,28.783,127168635,AAPL
45527,2010-03-23,29.244,167881707,AAPL
45528,2010-03-24,29.371,166720433,AAPL
45529,2010-03-25,29.027,151255488,AAPL
45530,2010-03-26,29.57,178628136,AAPL
45531,2010-03-29,29.759,146987188,AAPL
45532,2010-03-30,30.204,146507281,AAPL
45533,2010-03-31,30.094,119860348,AAPL
45534,2010-04-01,30.219,167998179,AAPL
45535,2010-04-05,30.543,190081552,AAPL
45536,2010-04-06,30.674,124314844,AAPL
45537,2010-04-07,30.812,175046812,AAPL
45538,2010-04-08,30.729,159664127,AAPL
45539,2010-04-09,30.963,93094513,AAPL
45540,2010-04-12,31.027,92855667,AAPL
45541,2010-04-13,31.046,85021830,AAPL
45542,2010-04-14,31.464,112521787,AAPL
45543,2010-04-15,31.876,104752497,AAPL
45544,2010-04-16,31.681,209178636,AAPL
45545,2010-04-19,31.64,157948326,AAPL
45546,2010-04-20,31.324,200685233,AAPL
45547,2010-04-21,33.196,273412455,AAPL
45548,2010-04-22,34.126,220735303,AAPL
45549,2010-04-23,34.682,221913211,AAPL
45550,2010-04-26,34.514,0,AAPL
45551,2010-04-27,33.557,197418134,AAPL
45552,2010-04-28,33.502,211280491,AAPL
45553,2010-04-29,34.401,155654752,AAPL
45554,2010-04-30,33.437,151080134,AAPL
45555,2010-05-03,34.109,126452987,AAPL
45556,2010-05-04,33.126,201559659,AAPL
45557,2010-05-05,32.783,245853211,AAPL
45558,2010-05-06,31.537,356678860,AAPL
45559,2010-05-07,30.206,467412793,AAPL
45560,2010-05-10,32.525,273913801,AAPL
45561,2010-05-11,32.853,236583753,AAPL
45562,2010-05-12,33.564,182270065,AAPL
45563,2010-05-13,33.085,167009626,AAPL
45564,2010-05-14,32.503,211277784,AAPL
45565,2010-05-17,32.555,212416438,AAPL
45566,2010-05-18,32.318,217450772,AAPL
45567,2010-05-19,31.804,285695555,AAPL
45568,2010-05-20,30.448,356516332,AAPL
45569,2010-05-21,31.032,341125358,AAPL
45570,2010-05-24,31.599,210033965,AAPL
45571,2010-05-25,31.402,291611812,AAPL
45572,2010-05-26,31.263,236801306,AAPL
45573,2010-05-27,32.444,184445735,AAPL
45574,2010-05-28,32.896,227189876,AAPL
45575,2010-06-01,33.402,243767892,AAPL
45576,2010-06-02,33.803,191547624,AAPL
45577,2010-06-03,33.697,181103236,AAPL
45578,2010-06-04,32.779,210950520,AAPL
45579,2010-06-07,32.133,246864784,AAPL
45580,2010-06-08,31.927,278816796,AAPL
45581,2010-06-09,31.144,237748884,AAPL
45582,2010-06-10,32.083,215879053,AAPL
45583,2010-06-11,32.466,151893082,AAPL
45584,2010-06-14,32.562,167863475,AAPL
45585,2010-06-15,33.256,162738889,AAPL
45586,2010-06-16,34.223,218210272,AAPL
45587,2010-06-17,34.816,243048874,AAPL
45588,2010-06-18,35.098,218587226,AAPL
45589,2010-06-21,34.6,215547246,AAPL
45590,2010-06-22,35.069,199562574,AAPL
45591,2010-06-23,34.7,214053876,AAPL
45592,2010-06-24,34.447,199112595,AAPL
45593,2010-06-25,34.155,152492625,AAPL
45594,2010-06-28,34.36,163083315,AAPL
45595,2010-06-29,32.806,315472195,AAPL
45596,2010-06-30,32.212,205878957,AAPL
45597,2010-07-01,31.823,285057573,AAPL
45598,2010-07-02,31.623,193495389,AAPL
45599,2010-07-06,31.842,171357527,AAPL
45600,2010-07-07,33.125,182036901,AAPL
45601,2010-07-08,33.052,205559578,AAPL
45602,2010-07-09,33.247,120771554,AAPL
45603,2010-07-12,32.95,156720330,AAPL
45604,2010-07-13,32.248,331165575,AAPL
45605,2010-07-14,32.365,226423690,AAPL
45606,2010-07-15,32.2,228822034,AAPL
45607,2010-07-16,32.004,289535967,AAPL
45608,2010-07-19,31.449,285432579,AAPL
45609,2010-07-20,32.26,295145985,AAPL
45610,2010-07-21,32.556,330180600,AAPL
45611,2010-07-22,33.171,179777113,AAPL
45612,2010-07-23,33.288,148640952,AAPL
45613,2010-07-26,33.204,116242953,AAPL
45614,2010-07-27,33.82,161964837,AAPL
45615,2010-07-28,33.419,144771462,AAPL
45616,2010-07-29,33.055,179422840,AAPL
45617,2010-07-30,32.944,124974375,AAPL
45618,2010-08-02,33.532,118919147,AAPL
45619,2010-08-03,33.544,116136901,AAPL
45620,2010-08-04,33.677,117191873,AAPL
45621,2010-08-05,33.513,80608260,AAPL
45622,2010-08-06,33.307,123996524,AAPL
45623,2010-08-09,33.52,84312659,AAPL
45624,2010-08-10,33.221,125925550,AAPL
45625,2010-08-11,32.04,172348213,AAPL
45626,2010-08-12,32.246,148982213,AAPL
45627,2010-08-13,31.9,98812016,AAPL
45628,2010-08-16,31.714,88596378,AAPL
45629,2010-08-17,32.267,117743597,AAPL
45630,2010-08-18,32.408,94319941,AAPL
45631,2010-08-19,32.001,118845562,AAPL
45632,2010-08-20,31.969,106898327,AAPL
45633,2010-08-23,31.478,115245205,AAPL
45634,2010-08-24,30.726,167541735,AAPL
45635,2010-08-25,31.106,166163230,AAPL
45636,2010-08-26,30.772,129747353,AAPL
45637,2010-08-27,30.943,152871506,AAPL
45638,2010-08-30,31.056,106719439,AAPL
45639,2010-08-31,31.132,117131468,AAPL
45640,2010-09-01,32.059,194067146,AAPL
45641,2010-09-02,32.293,115606232,AAPL
45642,2010-09-03,33.139,145073927,AAPL
45643,2010-09-07,33.016,95518506,AAPL
45644,2010-09-08,33.67,146586649,AAPL
45645,2010-09-09,33.689,122041288,AAPL
45646,2010-09-10,33.732,108042462,AAPL
45647,2010-09-13,34.198,108258155,AAPL
45648,2010-09-14,34.329,113033814,AAPL
45649,2010-09-15,34.605,119158388,AAPL
45650,2010-09-16,35.419,181311801,AAPL
45651,2010-09-17,35.263,176792499,AAPL
45652,2010-09-20,36.272,183634089,AAPL
45653,2010-09-21,36.341,185863595,AAPL
45654,2010-09-22,36.85,163074523,AAPL
45655,2010-09-23,37.0,218880803,AAPL
45656,2010-09-24,37.434,180700270,AAPL
45657,2010-09-27,37.286,134559719,AAPL
45658,2010-09-28,36.736,288423047,AAPL
45659,2010-09-29,36.802,130794640,AAPL
45660,2010-09-30,36.338,187626938,AAPL
45661,2010-10-01,36.18,124958134,AAPL
45662,2010-10-04,35.685,121198179,AAPL
45663,2010-10-05,37.003,139347081,AAPL
45664,2010-10-06,37.035,186552224,AAPL
45665,2010-10-07,37.039,113648160,AAPL
45666,2010-10-08,37.661,183161680,AAPL
45667,2010-10-11,37.825,119007634,AAPL
45668,2010-10-12,38.231,155312748,AAPL
45669,2010-10-13,38.437,173411240,AAPL
45670,2010-10-14,38.716,120875146,AAPL
45671,2010-10-15,40.306,255794739,AAPL
45672,2010-10-18,40.725,300733323,AAPL
45673,2010-10-19,39.635,342566876,AAPL
45674,2010-10-20,39.767,200182777,AAPL
45675,2010-10-21,39.639,152647556,AAPL
45676,2010-10-22,39.375,103181882,AAPL
45677,2010-10-25,39.551,107334999,AAPL
45678,2010-10-26,39.45,108427835,AAPL
45679,2010-10-27,39.421,109484950,AAPL
45680,2010-10-28,39.09,152982625,AAPL
45681,2010-10-29,38.544,118831596,AAPL
45682,2010-11-01,38.953,117788345,AAPL
45683,2010-11-02,39.617,120415588,AAPL
